gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Female,15,Public,Moderate,College,High,Yes,6.0,67.8,9,68.2,8.5,No,Yes,High,High
Female,15,Public,Near,College,Medium,Yes,5.6,77.3,0,68.7,5.5,Yes,No,High,Medium
Female,17,Public,Near,College,Medium,No,5.1,81.1,6,58.0,8.3,Yes,No,High,Medium
Female,18,Public,Near,College,Medium,No,6.9,68.5,8,75.5,6.4,No,Yes,High,Medium
Male,17,Public,Far,High School,High,Yes,3.7,58.9,3,50.6,5.5,No,No,Medium,Low
Male,17,Private,Moderate,High School,Low,Yes,3.8,77.5,6,100.0,9.0,Yes,No,Low,Low
Male,18,Public,Moderate,High School,Medium,Yes,5.0,76.1,3,87.8,8.3,Yes,Yes,Medium,Medium
Female,18,Public,Near,High School,Low,No,3.7,75.3,3,82.8,7.3,Yes,Yes,Medium,Medium
Female,18,Private,Moderate,None,Medium,Yes,6.0,82.7,4,47.1,7.0,No,No,Low,Medium
Male,16,Public,Far,College,Medium,No,3.6,97.2,3,71.1,7.5,No,No,Medium,Medium
Female,18,Public,Far,Postgraduate,Medium,Yes,5.5,76.4,9,86.1,,No,Yes,Medium,Medium
Female,15,Private,Moderate,High School,Medium,Yes,4.8,82.0,3,76.9,6.0,Yes,Yes,High,Medium
Male,17,Public,Near,None,Low,Yes,5.4,88.7,2,53.0,6.5,Yes,Yes,Medium,Medium
Male,16,Public,Near,College,Low,Yes,4.1,86.6,13,58.2,9.4,No,No,Medium,Medium
Female,18,Public,Near,High School,Low,No,4.3,72.6,10,61.2,10.0,Yes,Yes,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,5.2,81.2,0,58.9,8.9,No,No,Medium,Medium
Female,18,Public,Near,College,High,No,5.4,86.6,3,90.9,7.6,Yes,Yes,High,High
Female,16,Private,Near,Postgraduate,Low,Yes,5.0,66.5,7,39.2,6.6,No,Yes,Low,Medium
Female,17,Public,Near,High School,High,Yes,8.4,95.2,7,77.8,6.0,No,Yes,Medium,Medium
Female,17,Public,Far,College,High,No,3.0,97.2,0,48.6,6.1,Yes,No,Medium,Medium
Female,15,Public,Moderate,College,Medium,Yes,4.9,71.3,11,53.6,6.3,No,Yes,Medium,Medium
Female,15,Public,Far,College,Medium,Yes,1.9,82.3,9,37.9,9.6,Yes,No,Medium,Medium
Male,18,Public,Moderate,High School,High,Yes,5.7,87.7,8,59.8,9.2,Yes,Yes,Medium,Medium
Male,17,Public,Near,High School,Low,No,2.8,73.5,11,90.7,7.9,Yes,No,Low,Medium
Male,16,Public,Moderate,College,Medium,No,4.4,85.8,8,72.0,5.8,Yes,Yes,Medium,Medium
Female,16,Public,Near,College,High,Yes,4.3,82.0,8,50.0,8.1,Yes,No,High,Medium
Female,16,Public,Moderate,College,Medium,No,5.6,62.4,12,83.3,6.7,No,No,Medium,Medium
Female,15,Public,Near,College,High,Yes,3.9,85.5,10,86.5,4.4,Yes,Yes,Low,Medium
Male,16,Private,Far,College,Low,Yes,3.8,66.8,3,69.6,7.3,Yes,Yes,Medium,Medium
Male,15,Public,Near,High School,High,No,7.9,91.3,9,98.5,6.0,Yes,No,Low,Medium
Male,15,Public,Near,College,Medium,Yes,5.6,71.9,3,80.3,,Yes,Yes,High,Medium
Male,18,Public,Far,College,Medium,No,3.9,78.1,8,78.2,6.7,Yes,No,Medium,Low
Female,16,Private,Near,Postgraduate,Medium,Yes,4.5,96.5,8,55.9,6.4,Yes,Yes,High,Medium
Male,16,Public,Moderate,Postgraduate,Medium,Yes,8.3,86.0,0,77.4,7.0,No,No,Medium,Medium
Male,17,Private,Moderate,None,High,Yes,4.5,67.0,6,71.3,6.9,No,No,High,Medium
Female,18,Private,Far,College,Medium,Yes,3.6,67.8,7,75.8,4.7,No,Yes,Medium,Medium
Male,17,Private,Far,None,High,No,3.6,72.8,4,57.7,8.8,Yes,No,Low,Low
Male,18,Public,Far,High School,Medium,Yes,3.9,84.7,7,69.9,5.8,No,No,Low,Medium
Female,16,Public,Near,College,Low,Yes,3.8,84.3,9,55.7,5.9,Yes,Yes,Medium,Medium
Male,15,Private,Far,High School,Low,Yes,2.4,69.9,6,35.8,6.6,Yes,Yes,Medium,Low
Female,15,Private,Moderate,College,Low,Yes,2.8,66.0,7,83.0,6.9,Yes,No,Medium,Medium
Female,15,Private,Moderate,None,Medium,No,3.3,83.4,12,45.5,8.8,Yes,Yes,High,Medium
Female,15,Public,Near,High School,Medium,Yes,6.2,77.8,8,69.6,,No,No,Low,Medium
Male,15,Public,Moderate,College,High,Yes,4.2,100.0,7,73.0,7.7,Yes,No,Medium,Medium
Female,17,Public,Far,College,High,No,4.6,80.4,2,72.9,7.3,No,Yes,High,Medium
Male,18,Private,Far,Postgraduate,,Yes,7.5,100.0,9,63.8,7.3,Yes,No,Medium,Medium
Male,16,Public,Near,College,Medium,No,7.6,66.0,7,72.1,7.4,No,Yes,High,Medium
Male,17,Public,Near,College,Medium,Yes,4.4,61.1,11,75.1,4.7,No,No,Medium,Medium
Female,18,Private,Near,High School,Medium,Yes,3.7,66.6,6,79.0,6.7,Yes,Yes,Medium,Medium
Male,15,Public,Far,None,Low,No,3.3,94.3,0,94.0,8.4,No,No,Low,Medium
Male,18,Private,Moderate,High School,Low,Yes,6.4,100.0,0,71.5,10.0,No,No,High,High
Female,18,Public,Moderate,College,High,Yes,4.6,70.6,9,69.0,5.6,No,No,High,Medium
Male,15,Public,Near,College,High,Yes,4.2,74.5,4,54.4,7.5,No,Yes,High,Medium
Male,15,Public,Near,High School,Low,Yes,3.4,66.0,8,74.5,6.3,No,Yes,Medium,Low
Male,15,Private,Moderate,College,Medium,Yes,3.5,58.3,6,78.0,9.5,Yes,Yes,High,Medium
Male,16,Public,Far,College,Medium,No,5.6,88.6,5,65.1,5.4,No,Yes,Medium,Medium
Male,15,Public,Moderate,None,High,Yes,2.4,82.7,6,76.2,7.7,Yes,Yes,Medium,Medium
Male,16,Private,Near,High School,Medium,Yes,7.0,80.1,3,63.6,5.3,Yes,No,High,Medium
Female,15,Public,Moderate,College,Low,No,3.9,63.2,6,78.1,6.6,No,No,Low,Low
Male,16,Public,Near,College,High,Yes,4.7,99.7,4,81.7,7.0,Yes,Yes,Low,Medium
Male,18,Public,Far,Postgraduate,Medium,Yes,2.3,74.0,5,81.5,8.3,Yes,Yes,Medium,Medium
Female,17,Public,Near,High School,Medium,No,5.0,86.4,5,69.8,5.7,Yes,No,High,Medium
Male,18,Public,Moderate,Postgraduate,Medium,No,4.3,62.5,5,52.4,7.8,Yes,No,Medium,Medium
Female,18,Public,Near,High School,Medium,Yes,4.9,77.7,10,58.8,7.0,Yes,No,Medium,Medium
Male,15,Public,Moderate,None,Medium,Yes,7.9,83.5,5,76.9,7.3,No,Yes,High,Medium
Male,16,Public,Moderate,Postgraduate,,Yes,5.4,83.9,10,100.0,8.1,Yes,No,Medium,High
Male,17,Private,Moderate,High School,Medium,Yes,3.4,81.9,12,62.9,5.5,No,No,Low,Low
Male,15,Public,Near,College,Low,Yes,3.6,85.9,9,74.8,8.0,Yes,Yes,Medium,Medium
Male,15,Public,Near,High School,High,No,6.2,66.4,8,59.7,6.3,No,No,High,Medium
Male,15,Public,Near,College,Low,No,7.6,82.4,7,53.4,8.3,No,No,Low,Medium
Male,18,Public,Moderate,,Low,No,5.6,81.4,9,57.9,7.4,Yes,Yes,Medium,Medium
Male,16,Public,Near,High School,High,Yes,6.4,82.8,6,36.8,6.7,No,No,Low,Medium
Male,16,Public,Moderate,College,High,No,6.2,80.9,10,88.3,6.3,No,No,Medium,Medium
Male,17,Private,Far,High School,High,Yes,7.8,64.7,8,34.5,8.0,No,No,Medium,Medium
Male,16,Public,Far,College,Medium,Yes,1.1,64.2,5,64.0,8.5,Yes,No,Medium,Medium
Male,16,Private,Near,High School,Medium,Yes,6.3,53.4,10,50.3,6.4,No,Yes,Medium,Medium
Female,15,Private,Moderate,High School,High,Yes,7.0,89.8,6,54.7,5.6,No,No,High,High
Male,15,Public,Near,High School,High,No,2.3,89.9,6,88.6,7.8,Yes,No,High,Medium
Female,18,Public,Moderate,High School,Medium,Yes,3.2,90.1,4,71.0,5.3,Yes,No,High,Medium
Female,15,Public,Far,Postgraduate,High,Yes,3.3,83.7,7,53.5,5.4,Yes,Yes,Medium,Medium
Male,15,Private,Near,High School,Low,No,3.5,54.4,10,59.2,5.7,Yes,Yes,Low,Low
Female,15,Public,Near,High School,High,Yes,4.0,67.7,10,56.5,6.5,No,No,Medium,Medium
Female,15,Public,Far,High School,High,No,5.5,82.0,7,67.3,5.4,Yes,No,High,High
Male,18,Public,Far,High School,High,Yes,6.7,81.6,8,70.6,4.7,Yes,No,Medium,Medium
Male,15,Private,Near,College,High,Yes,7.2,77.3,11,96.4,5.6,No,Yes,High,High
Female,17,Private,Moderate,Postgraduate,High,No,3.3,84.4,5,39.3,7.8,Yes,Yes,Low,Low
Female,17,Public,Near,High School,Low,Yes,3.3,80.1,2,67.5,5.5,Yes,Yes,Medium,Medium
Male,17,Private,Near,Postgraduate,Medium,Yes,7.6,81.4,11,63.3,6.6,Yes,No,Medium,Medium
Male,17,Public,Far,College,Low,Yes,6.3,72.3,4,82.2,9.3,Yes,No,Medium,Medium
Male,15,Public,Far,High School,Medium,Yes,5.2,91.8,3,73.3,6.9,Yes,No,Medium,Medium
Male,17,Private,Moderate,College,High,Yes,5.9,74.8,0,76.9,7.4,Yes,Yes,Medium,Medium
Female,15,Public,Near,College,,Yes,4.9,64.0,8,73.2,5.9,Yes,Yes,Medium,Medium
Male,18,Public,Far,College,Medium,Yes,6.0,70.7,0,54.0,9.6,No,No,Medium,Medium
Male,17,Public,Near,Postgraduate,Medium,No,4.3,75.8,3,86.2,6.4,No,No,Low,Medium
Female,16,Private,Near,High School,High,Yes,5.5,91.9,8,80.0,6.7,Yes,No,High,Medium
Male,17,Private,Moderate,Postgraduate,Low,Yes,2.0,79.5,9,81.7,8.6,No,Yes,Medium,Medium
Male,17,Public,Near,College,Medium,Yes,3.6,77.8,3,87.0,6.8,No,No,Medium,Medium
Female,15,Private,Moderate,College,Low,No,3.6,65.0,5,74.3,7.1,Yes,Yes,Medium,Medium
Female,17,Public,Moderate,College,High,No,4.3,89.4,3,90.2,6.7,No,No,High,Medium
Male,16,Public,Near,High School,Low,Yes,3.1,72.2,4,73.7,6.7,No,No,Medium,Low
Female,15,Public,Near,Postgraduate,High,No,3.9,78.8,7,64.7,7.4,Yes,No,High,Medium
Male,15,Public,Near,College,Medium,Yes,2.0,97.8,4,67.9,7.7,Yes,No,Medium,Medium
Male,18,Public,Near,None,Low,Yes,6.1,86.1,5,67.6,6.2,Yes,Yes,Medium,Medium
Female,18,Private,Moderate,High School,High,Yes,4.8,60.5,0,60.2,6.1,Yes,Yes,Medium,Medium
Male,17,Public,Far,,Low,Yes,1.6,58.8,11,92.5,6.3,No,No,Medium,Medium
Male,18,Public,Near,None,Medium,Yes,3.3,79.2,8,72.4,5.3,No,Yes,Medium,Medium
Male,18,Public,Near,None,Low,Yes,5.7,65.4,9,69.4,5.1,Yes,Yes,Medium,Medium
Male,18,Public,Moderate,College,Medium,No,3.9,87.8,11,73.8,7.4,No,No,Low,Medium
Male,15,Private,Far,High School,Medium,No,3.6,80.5,3,100.0,8.1,No,No,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,4.9,82.0,5,51.0,8.0,Yes,No,High,Medium
Male,15,Public,Near,High School,Low,Yes,5.7,71.5,0,55.3,4.1,No,Yes,Medium,Medium
Male,18,Private,Moderate,High School,Medium,Yes,2.1,100.0,19,47.3,6.7,No,No,Medium,Low
Female,15,Public,Near,College,High,Yes,6.1,100.0,5,64.5,5.7,Yes,Yes,High,Medium
Female,18,Public,Near,College,High,Yes,3.4,76.7,10,71.7,7.2,Yes,Yes,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,5.0,84.2,1,61.0,6.5,Yes,Yes,Low,Medium
Female,15,Public,Moderate,High School,Medium,Yes,4.9,81.2,10,59.9,7.7,Yes,Yes,High,Medium
Male,16,Private,Moderate,College,Medium,No,3.9,76.9,13,70.1,7.0,Yes,No,Low,Low
Male,17,Private,Moderate,None,Medium,Yes,3.0,70.0,6,60.5,4.7,Yes,No,High,Medium
Female,18,Public,Moderate,High School,Low,Yes,4.4,67.0,2,72.7,5.8,Yes,No,Low,Medium
Female,16,Private,Near,None,Medium,Yes,8.3,66.4,5,84.7,7.0,No,No,Low,Medium
Female,15,Public,Near,College,Medium,Yes,2.3,84.9,0,78.2,7.1,Yes,Yes,Low,Low
Male,18,Public,Near,College,Medium,No,8.4,73.8,6,81.2,5.3,Yes,Yes,Medium,Medium
Male,15,Public,Near,College,Medium,Yes,4.5,49.1,9,84.3,5.2,No,No,Low,Low
Male,17,Public,Moderate,College,High,No,5.1,85.3,6,72.2,7.1,No,No,Low,Medium
Male,16,Public,Far,College,Low,No,2.8,79.5,5,65.6,5.3,Yes,No,High,Medium
Female,17,Public,Far,College,Medium,Yes,3.5,96.2,8,56.4,5.0,Yes,Yes,High,Medium
Female,16,Private,Moderate,College,High,Yes,4.0,84.5,8,62.1,6.5,No,No,High,Medium
Male,15,Public,Near,None,,No,2.9,62.3,0,60.1,6.4,Yes,Yes,High,Medium
Female,17,Public,Near,College,Medium,No,4.6,53.2,6,79.0,5.9,Yes,Yes,Medium,Medium
Female,17,Public,Far,College,Medium,Yes,4.2,71.4,16,73.2,6.2,Yes,Yes,High,Medium
Male,15,Public,Moderate,College,Low,No,8.7,72.5,1,78.5,7.0,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,,Medium,No,2.7,91.3,6,50.6,6.1,Yes,Yes,Medium,Low
Male,18,Public,Moderate,High School,High,Yes,5.2,79.9,14,89.5,7.1,Yes,Yes,High,Medium
Male,16,Private,Moderate,College,Low,Yes,5.5,93.6,10,61.6,6.5,No,No,Low,Low
Male,16,Public,Far,College,Medium,No,2.9,64.1,4,51.5,7.2,No,No,High,Medium
Male,16,Public,Near,Postgraduate,High,Yes,6.4,91.6,7,61.4,8.1,No,No,Medium,Medium
Male,18,Public,Moderate,High School,High,Yes,4.2,88.7,6,100.0,8.0,Yes,No,Low,Medium
Male,16,Public,Far,College,Medium,Yes,0.0,55.8,3,62.2,8.5,Yes,No,Low,Low
Female,15,Public,Near,College,,Yes,6.3,95.9,6,63.1,8.0,No,Yes,Low,Medium
Male,17,Private,Moderate,Postgraduate,Medium,Yes,2.8,81.1,5,65.1,7.3,Yes,No,High,Medium
Female,18,Public,Near,College,Low,No,2.9,84.7,6,65.8,6.5,Yes,No,High,Medium
Male,16,Public,Far,College,Medium,Yes,6.4,69.6,3,56.3,6.5,Yes,No,Medium,Medium
Female,15,Public,Near,College,Medium,Yes,4.3,95.3,1,70.1,,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,College,High,Yes,6.8,65.8,6,84.1,7.0,Yes,No,Low,Medium
Male,17,Public,Near,Postgraduate,Low,Yes,7.4,90.0,13,72.7,7.8,Yes,Yes,High,Medium
Female,18,Private,Moderate,None,Medium,Yes,3.7,89.8,6,51.3,6.1,No,Yes,Low,Low
Female,18,Public,Near,None,Medium,Yes,6.6,68.3,5,62.8,7.0,Yes,Yes,High,Medium
Female,18,Private,Near,Postgraduate,Medium,Yes,3.5,100.0,9,59.7,6.2,No,Yes,Medium,Medium
Male,15,Public,Moderate,College,Low,Yes,9.5,82.8,5,68.8,7.3,No,Yes,High,High
Male,15,Private,Far,College,Medium,Yes,3.6,87.8,13,88.0,6.3,Yes,No,Medium,Medium
Female,18,Public,Near,College,High,Yes,7.1,61.7,6,65.8,6.1,No,Yes,Medium,Medium
Female,16,Private,Near,None,Medium,No,6.7,100.0,9,66.7,6.2,No,Yes,Medium,Medium
Female,17,Public,Moderate,College,Medium,Yes,5.6,65.3,3,94.7,7.6,Yes,Yes,High,Medium
Female,17,Private,Moderate,College,Medium,Yes,3.7,92.3,8,81.1,6.9,Yes,No,High,Medium
Male,15,Public,Far,High School,Medium,Yes,4.7,68.1,7,76.6,6.5,Yes,No,Medium,Medium
Female,17,Public,Near,High School,Medium,Yes,0.7,72.6,6,97.4,7.3,No,Yes,Medium,Medium
Male,16,Public,Moderate,College,High,Yes,5.4,89.5,4,75.3,6.5,Yes,Yes,High,Medium
Male,17,Private,Near,None,High,Yes,5.7,92.3,3,38.2,8.4,Yes,No,High,Medium
Male,15,Public,Near,Postgraduate,Medium,Yes,5.3,64.7,7,80.5,5.8,Yes,No,Medium,Medium
Male,15,Private,Moderate,High School,Medium,No,0.0,93.1,9,44.1,6.8,Yes,Yes,Low,Low
Male,16,Public,Moderate,College,High,No,2.5,92.5,5,74.8,5.3,Yes,Yes,Low,Medium
Male,16,Public,Moderate,,Medium,Yes,3.5,68.7,7,42.3,6.6,Yes,No,High,Medium
Female,17,Public,Near,College,Medium,Yes,5.6,99.2,6,61.0,5.0,No,Yes,Low,Medium
Male,17,Private,Near,High School,Medium,Yes,5.6,62.5,6,62.5,7.9,No,No,Low,Low
Female,15,Private,Near,College,High,No,4.7,72.5,5,56.4,7.9,No,Yes,Low,Low
Male,16,Private,Far,High School,,No,6.3,85.7,6,62.8,7.9,No,Yes,Medium,Medium
Male,16,Public,Near,High School,High,Yes,2.9,69.8,17,83.5,7.0,No,No,Medium,Medium
Female,16,Public,Near,Postgraduate,High,Yes,6.2,83.2,7,57.3,5.9,No,No,Medium,Medium
Male,17,Private,Near,College,Medium,Yes,5.9,82.9,9,76.2,6.0,Yes,Yes,Low,Medium
Male,16,Public,Moderate,College,High,Yes,5.8,77.8,8,53.5,8.8,No,No,High,Medium
Male,15,Private,Near,High School,High,Yes,4.6,90.0,5,65.2,8.7,Yes,No,High,High
Male,15,Private,Far,None,Medium,Yes,8.7,77.3,11,72.9,7.1,Yes,Yes,Low,Medium
Female,17,Private,Near,None,Low,Yes,6.0,82.8,5,53.1,6.4,Yes,No,Low,Medium
Male,18,Private,Far,College,Low,No,3.1,93.8,10,48.3,8.6,Yes,Yes,Medium,Medium
Female,17,Public,Near,College,Medium,No,5.5,89.5,5,75.4,6.2,No,Yes,High,Medium
Male,18,Public,Moderate,College,Medium,Yes,6.5,89.4,2,84.8,7.3,Yes,Yes,High,High
Female,16,Private,Far,College,,Yes,3.8,66.2,7,66.8,8.6,No,No,High,Medium
Female,17,Public,Near,None,Low,No,7.2,86.3,2,61.1,6.0,Yes,No,High,Medium
Female,15,Private,Far,High School,High,Yes,5.8,69.5,8,70.3,8.0,Yes,Yes,Low,Medium
Male,16,Private,Moderate,High School,Medium,Yes,0.3,64.6,1,68.8,7.6,Yes,Yes,Low,Low
Male,15,Public,Far,High School,Medium,Yes,5.6,79.1,5,71.6,7.0,No,No,Medium,Medium
Male,16,Private,Moderate,None,Medium,Yes,4.2,69.1,0,30.1,5.8,No,No,High,Medium
Female,17,Public,Near,Postgraduate,Medium,Yes,6.1,89.5,17,52.0,6.1,Yes,No,Medium,Medium
Female,18,Public,Near,High School,Medium,Yes,6.9,89.8,0,55.3,7.3,Yes,Yes,High,High
Female,16,Public,Near,Postgraduate,Medium,Yes,5.4,57.2,6,70.3,5.3,No,No,High,Medium
Male,18,Public,Near,High School,Low,Yes,8.3,70.1,11,70.8,7.2,Yes,Yes,High,Medium
Female,16,Public,Near,Postgraduate,High,Yes,4.6,62.5,10,77.5,7.6,Yes,No,Low,Medium
Female,15,Public,Near,College,High,Yes,6.2,74.4,9,71.9,8.2,Yes,Yes,Low,Medium
Male,15,Private,Near,Postgraduate,Medium,No,6.6,85.5,5,48.5,5.3,Yes,Yes,High,Medium
Male,16,Private,Moderate,None,High,Yes,4.8,77.1,11,89.7,8.6,Yes,No,Low,Medium
Female,18,Public,Near,College,High,Yes,6.6,72.9,10,87.1,9.0,Yes,No,Low,Medium
Female,17,Public,Near,Postgraduate,Low,Yes,3.8,95.6,7,49.1,7.5,No,No,High,Medium
Female,17,Private,Moderate,High School,High,Yes,4.2,52.3,7,73.0,5.8,No,No,High,Medium
Male,15,Public,Near,None,High,Yes,2.4,94.8,5,59.1,6.6,No,Yes,Low,Low
Female,17,Public,Near,High School,Medium,Yes,5.5,73.5,2,70.1,6.9,Yes,No,High,Medium
Male,15,Public,Near,Postgraduate,Low,Yes,5.7,79.1,11,83.8,7.3,No,No,Low,Medium
Male,17,Public,Far,College,Low,Yes,7.4,73.7,11,100.0,7.0,No,No,Medium,Medium
Male,16,Public,Far,College,Low,Yes,6.6,98.5,2,79.3,7.3,No,No,Medium,High
Female,15,Private,Near,High School,High,Yes,4.4,65.2,5,72.4,6.9,Yes,No,High,Medium
Female,15,Public,Moderate,None,Medium,Yes,2.6,80.1,5,62.9,7.3,Yes,No,Low,Low
Female,16,Public,Moderate,College,High,Yes,5.9,86.3,6,70.7,6.4,No,No,Medium,Medium
Male,15,Public,Moderate,None,High,Yes,7.2,60.7,6,88.4,6.6,No,No,Low,Medium
Female,17,Public,Moderate,College,Medium,Yes,6.5,69.0,10,67.3,6.3,No,Yes,High,Medium
Male,17,Private,Moderate,Postgraduate,High,Yes,7.2,78.2,3,54.7,9.3,No,No,Medium,High
Female,15,Private,Near,High School,Low,Yes,4.6,69.4,3,43.7,8.8,Yes,No,Medium,Medium
Male,17,Private,Near,College,Medium,Yes,4.1,70.2,11,75.7,7.7,Yes,No,Low,Medium
Male,18,Public,Moderate,None,Medium,Yes,3.5,75.8,4,71.7,8.6,No,No,Medium,Medium
Male,15,Private,Far,College,Low,Yes,4.9,87.8,1,58.3,8.0,Yes,Yes,Medium,Medium
Male,16,Private,Moderate,High School,Low,Yes,4.8,75.9,4,83.4,7.2,Yes,Yes,High,Medium
Female,18,Private,Far,College,High,Yes,5.4,92.9,5,61.7,5.2,No,No,Medium,Medium
Male,15,Public,Far,High School,High,No,4.7,68.0,12,66.0,6.7,Yes,Yes,High,Medium
Male,16,Public,Near,College,Medium,No,4.7,65.0,10,67.8,6.6,No,No,Medium,Low
Female,17,Public,Moderate,College,High,Yes,3.4,100.0,11,62.7,5.6,No,No,Medium,Low
Male,16,Private,Moderate,High School,High,Yes,6.9,72.1,9,71.5,5.2,Yes,Yes,Medium,Medium
Female,18,Public,Far,College,Medium,Yes,5.2,64.3,10,85.3,7.6,Yes,Yes,Medium,Medium
Female,17,Public,Far,,Low,Yes,4.7,59.1,3,50.9,7.4,Yes,No,High,Medium
Female,15,Private,Moderate,College,High,Yes,3.5,92.9,5,75.3,5.6,No,Yes,High,High
Male,17,Private,Near,High School,Medium,Yes,2.3,75.9,2,70.6,6.1,Yes,No,Medium,Low
Female,15,Private,Moderate,College,Low,No,7.6,77.0,5,70.3,8.4,Yes,No,Low,Medium
Female,15,Public,Near,High School,Medium,Yes,6.1,78.1,9,81.1,5.9,No,Yes,Low,Medium
Male,16,Private,Moderate,High School,High,Yes,1.8,92.2,7,68.7,7.2,Yes,Yes,Medium,Medium
Male,16,Public,Far,High School,Medium,Yes,6.5,77.8,11,75.2,6.8,Yes,No,High,High
Female,16,Public,Near,College,Medium,Yes,6.8,100.0,1,78.7,7.6,Yes,Yes,High,High
Female,18,Public,Moderate,High School,Medium,No,5.2,81.6,8,60.4,6.0,Yes,No,Low,Medium
Female,18,Public,Near,Postgraduate,High,No,8.2,92.7,1,72.5,7.1,No,No,Low,Medium
Female,16,Public,Near,Postgraduate,Low,No,5.4,89.7,6,64.2,7.2,Yes,No,Medium,Medium
Female,18,Private,Near,High School,Medium,Yes,2.2,79.6,9,66.0,7.3,Yes,Yes,High,Medium
Male,17,Public,Moderate,College,High,Yes,5.7,73.0,5,63.2,7.1,No,No,Medium,Medium
Male,17,Private,Far,None,Low,Yes,5.5,84.0,8,75.1,7.4,No,No,Medium,Medium
Male,18,Public,Far,High School,High,Yes,3.8,86.1,2,69.2,9.6,Yes,No,Medium,Medium
Female,18,Public,Near,College,High,Yes,6.1,73.1,0,73.9,10.0,No,No,Low,Medium
Male,17,Public,Far,College,High,Yes,1.7,82.0,8,67.7,6.2,No,No,Medium,Medium
Female,15,Public,Moderate,College,Medium,Yes,7.0,94.8,13,43.9,4.2,Yes,Yes,High,Medium
Female,17,Public,Near,,Medium,Yes,3.2,100.0,2,68.5,7.7,No,No,High,Medium
Female,17,Public,Near,High School,High,Yes,3.0,90.3,11,69.0,7.2,No,No,Medium,Medium
Male,18,Public,Near,High School,High,Yes,4.8,100.0,6,71.6,8.3,Yes,No,Low,Medium
Female,17,Public,Far,College,Low,Yes,5.9,72.4,1,59.1,7.3,No,Yes,Medium,Medium
Male,18,Public,Moderate,College,High,Yes,5.3,88.4,1,50.1,7.1,No,Yes,High,Medium
Female,18,Private,Moderate,College,Medium,Yes,3.5,96.1,6,77.4,8.4,No,No,Low,Medium
Male,16,Public,Near,High School,Low,Yes,4.0,69.2,4,63.9,8.5,Yes,Yes,High,Medium
Male,17,Private,Moderate,High School,Medium,Yes,2.7,74.2,1,70.6,5.3,Yes,Yes,High,Medium
Female,15,Private,Near,High School,High,No,4.6,100.0,0,63.8,6.0,No,No,Medium,Medium
Male,16,Private,Near,None,Medium,Yes,7.2,68.3,3,67.9,6.9,Yes,No,Medium,Medium
Male,18,Private,Moderate,High School,Medium,Yes,5.0,63.9,7,61.3,7.1,No,Yes,High,Medium
Female,18,Public,Near,College,High,Yes,6.7,98.3,6,53.5,6.7,Yes,No,Medium,Medium
Female,15,Private,Far,Postgraduate,Medium,No,7.9,94.4,4,75.1,7.5,Yes,No,Low,Medium
Female,18,Private,Near,College,Medium,Yes,3.8,85.2,7,59.0,8.2,No,No,Low,Low
Female,17,Public,Moderate,College,Medium,Yes,4.6,79.5,10,70.5,9.1,Yes,No,Low,Medium
Female,16,Public,Near,None,Medium,Yes,9.3,74.7,8,74.2,7.7,Yes,Yes,High,Medium
Male,18,Public,Moderate,Postgraduate,High,Yes,7.9,83.4,6,59.2,6.0,Yes,No,Medium,Medium
Male,18,Private,Near,None,High,Yes,1.7,99.0,10,49.9,6.8,No,Yes,Medium,Medium
Male,15,Private,Near,,Medium,Yes,5.8,82.9,2,100.0,6.9,No,Yes,High,High
Female,17,Public,Far,College,,No,5.0,100.0,5,60.1,7.6,No,No,Medium,Medium
Female,18,Public,Near,High School,Low,No,6.7,69.2,5,77.4,7.5,Yes,Yes,High,Medium
Male,15,Public,Far,Postgraduate,Medium,Yes,3.5,79.8,1,97.1,9.5,Yes,No,Medium,Medium
Male,18,Public,Far,None,Medium,Yes,3.3,75.5,4,79.8,6.4,No,Yes,Medium,Medium
Female,15,Private,Near,College,Low,Yes,3.6,67.0,0,63.5,7.5,No,Yes,Medium,Medium
Male,15,Public,Near,College,Medium,No,3.9,78.2,14,67.0,9.8,Yes,No,High,Medium
Female,17,Public,Moderate,High School,Medium,Yes,6.6,85.0,2,55.5,6.3,No,No,High,High
Male,18,Public,Far,High School,Low,No,2.6,86.3,12,81.2,7.2,Yes,Yes,Low,Low
Female,17,Private,Far,College,Medium,Yes,3.8,100.0,6,76.5,5.9,Yes,No,High,Medium
Male,15,Public,Moderate,College,Medium,Yes,1.4,85.6,8,60.3,7.1,No,Yes,High,Medium
Female,16,Private,Moderate,None,Medium,No,7.0,93.8,4,52.4,6.1,Yes,Yes,Low,Low
Female,18,Public,Near,Postgraduate,High,Yes,7.5,80.8,7,48.2,8.3,Yes,Yes,Low,Medium
Female,16,Public,Far,High School,Medium,Yes,4.3,100.0,9,82.8,7.2,Yes,Yes,Medium,Medium
Female,18,Public,Far,High School,Medium,Yes,4.4,100.0,9,69.8,5.9,Yes,Yes,Medium,Medium
Female,17,Public,Near,High School,High,Yes,5.9,86.4,9,71.2,8.0,No,No,Medium,Medium
